file_name;predicted;true;cv_step;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_5_original.wav;italy-police;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_5_random_brightness_3.wav;italy-police;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_5_random_rotate_2.wav;italy-police;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_6_grid_distortion_2.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_6_mixup_1.wav;italy-police;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_6_original.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_7_grid_distortion_2.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_7_original.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_7_random_brightness_1.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_7_spec_augment_3.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_8_grid_distortion_3.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_8_original.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_8_random_erasing_2.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_8_spec_augment_1.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_9_grid_distortion_3.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_9_original.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_9_random_erasing_1.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-firefighter\it_f_10_mixup_1.wav;italy-ambulance;italy-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_1_mixup_3.wav;italy-firefighter;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_1_original.wav;italy-firefighter;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_1_random_brightness_2.wav;italy-firefighter;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_1_random_rotate_1.wav;italy-firefighter;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_3_grid_distortion_3.wav;italy-firefighter;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_3_original.wav;italy-firefighter;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_3_random_rotate_2.wav;italy-firefighter;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_3_spec_augment_1.wav;italy-firefighter;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_4_grid_distortion_3.wav;italy-ambulance;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_4_mixup_2.wav;italy-firefighter;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_4_original.wav;italy-ambulance;italy-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\italy-police\it_p_4_spec_augment_1.wav;italy-ambulance;italy-police;1;
