file_name;predicted;true;cv_step;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_f_4_mixup_1.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_f_4_original.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_f_4_random_rotate_2.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_f_8_mixup_3.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_f_10_mixup_3.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_p_3_random_rotate_2.wav;france;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_p_6_grid_distortion_2.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_p_6_mixup_1.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_p_6_original.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_p_6_random_brightness_3.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_p_10_original.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_p_10_random_erasing_3.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_p_10_spec_augment_2.wav;italy;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_a_1_mixup_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_a_1_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_a_1_random_brightness_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_a_1_random_rotate_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_a_2_grid_distortion_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_a_2_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_a_2_random_erasing_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_a_2_spec_augment_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_a_5_mixup_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_a_8_mixup_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_1_random_rotate_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_2_grid_distortion_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_2_mixup_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_2_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_2_random_erasing_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_3_mixup_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_3_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_3_random_brightness_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_3_random_erasing_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_4_grid_distortion_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_4_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_4_random_brightness_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_4_random_rotate_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_5_mixup_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_5_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_5_random_brightness_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_5_random_rotate_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_6_grid_distortion_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_6_mixup_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_6_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_f_10_mixup_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_1_mixup_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_1_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_1_random_brightness_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_1_random_rotate_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_2_mixup_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_2_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_2_random_erasing_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_2_random_rotate_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_5_original.wav;germany;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_5_random_erasing_1.wav;germany;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_5_random_rotate_3.wav;germany;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_5_spec_augment_2.wav;germany;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_7_mixup_1.wav;germany;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_7_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_7_random_brightness_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_7_random_erasing_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_8_grid_distortion_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_8_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_8_random_brightness_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_8_random_rotate_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_9_grid_distortion_3.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_9_original.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_9_random_erasing_1.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_9_random_rotate_2.wav;spain;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_10_grid_distortion_2.wav;germany;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_10_mixup_3.wav;germany;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_10_original.wav;germany;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\italy\it_p_10_random_brightness_1.wav;germany;italy;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\spain\sp_a_5_grid_distortion_3.wav;france;spain;1;
