file_name;predicted;true;cv_step;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_8_random_erasing_2.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_8_random_rotate_1.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_9_grid_distortion_3.wav;germany-police;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_9_original.wav;germany-police;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_9_random_erasing_1.wav;germany-police;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_9_random_rotate_2.wav;germany-police;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_10_mixup_3.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_1_original.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_1_random_brightness_1.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_1_random_erasing_3.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_1_random_rotate_2.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_2_grid_distortion_1.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_2_mixup_2.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_2_original.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_2_random_brightness_3.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_3_spec_augment_3.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_4_mixup_3.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_5_original.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_5_random_brightness_3.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_5_random_erasing_2.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_5_random_rotate_1.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_6_grid_distortion_2.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_6_mixup_1.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_6_original.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_6_random_brightness_3.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_7_grid_distortion_1.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_7_original.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_7_random_erasing_3.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_7_spec_augment_2.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_8_mixup_2.wav;germany-firefighter;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_8_original.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_8_random_brightness_3.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_8_random_rotate_1.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_9_grid_distortion_3.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_9_mixup_2.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_9_original.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_9_random_rotate_1.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_10_grid_distortion_1.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_10_original.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_10_random_erasing_3.wav;germany-ambulance;germany-police;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-police\ge_p_10_spec_augment_2.wav;germany-ambulance;germany-police;1;
