file_name;predicted;true;cv_step;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_10_original.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_10_random_erasing_3.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_10_random_rotate_1.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_1_spec_augment_2.wav;spain-ambulance;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_6_original.wav;spain-ambulance;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_6_random_erasing_1.wav;spain-ambulance;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_6_random_rotate_2.wav;spain-ambulance;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_6_spec_augment_3.wav;spain-ambulance;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_7_original.wav;spain-police;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_7_random_brightness_3.wav;spain-police;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_7_random_erasing_1.wav;spain-police;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_9_grid_distortion_2.wav;spain-ambulance;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_9_original.wav;spain-ambulance;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_9_random_brightness_3.wav;spain-ambulance;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_9_random_erasing_1.wav;spain-ambulance;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_10_mixup_1.wav;spain-police;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_10_original.wav;spain-police;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_10_random_erasing_2.wav;spain-police;spain-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-firefighter\sp_f_10_spec_augment_3.wav;spain-police;spain-firefighter;1;
